X,Y,Z,user
-0.038307,0.023942,9.983821,1
-0.040701,0.031125,9.988609,1
-0.04549,0.021548,9.986216,1
-0.055067,0.026336,10.000581,1
-0.052672,0.021548,9.983821,1
-0.050278,0.02873,9.981427,1
-0.040701,0.014365,9.981427,1
-0.050278,0.026336,9.991004,1
-0.04549,0.019154,9.983821,1
-0.04549,0.023942,9.991004,1
-0.047884,0.031125,9.976639,1
-0.04549,0.019154,9.981427,1
-0.038307,0.021548,9.993398,1
-0.040701,0.019154,9.983821,1
-0.050278,0.021548,9.986216,1
-0.035913,0.023942,9.981427,1
-0.038307,0.021548,9.983821,1
-0.052672,0.023942,9.993398,1
-0.038307,0.02873,9.976639,1
-0.047884,0.02873,9.986216,1
-0.040701,0.011971,9.983821,1
-0.043096,0.023942,9.979033,1
-0.04549,0.019154,9.974244,1
-0.038307,0.016759,9.993398,1
-0.047884,0.019154,9.976639,1
-0.04549,0.016759,9.979033,1
-0.043096,0.021548,9.979033,1
-0.04549,0.016759,9.991004,1
-0.047884,0.026336,9.974244,1
-0.043096,0.02873,9.981427,1
-0.04549,0.014365,9.964667,1
-0.040701,0.023942,9.979033,1
-0.047884,0.023942,9.976639,1
-0.050278,0.021548,9.986216,1
-0.050278,0.026336,9.969456,1
-0.04549,0.021548,9.983821,1
-0.04549,0.023942,9.979033,1
-0.043096,0.021548,9.979033,1
-0.047884,0.016759,9.983821,1
-0.04549,0.021548,9.97185,1
-0.04549,0.016759,9.988609,1
-0.04549,0.021548,9.979033,1
-0.04549,0.021548,9.979033,1
-0.040701,0.021548,9.976639,1
-0.055067,0.021548,9.991004,1
-0.043096,0.031125,9.979033,1
-0.040701,0.026336,9.993398,1
-0.043096,0.014365,9.97185,1
-0.047884,0.021548,9.991004,1
-0.055067,0.026336,9.983821,1
-0.040701,0.02873,9.986216,1
-0.040701,0.026336,9.991004,1
-0.043096,0.021548,9.986216,1
-0.04549,0.023942,9.974244,1
-0.035913,0.021548,9.986216,1
-0.047884,0.023942,9.986216,1
-0.047884,0.019154,9.991004,1
-0.052672,0.023942,9.981427,1
-0.043096,0.019154,9.986216,1
-0.043096,0.02873,9.979033,1
-0.047884,0.023942,9.976639,1
-0.038307,0.016759,9.991004,1
-0.043096,0.031125,9.988609,1
-0.043096,0.02873,9.967062,1
-0.04549,0.019154,9.979033,1
-0.043096,0.026336,9.976639,1
-0.040701,0.019154,9.983821,1
-0.040701,0.026336,9.979033,1
-0.047884,0.016759,9.986216,1
-0.047884,0.019154,9.988609,1
-0.031125,0.023942,9.97185,1
-0.047884,0.026336,9.981427,1
-0.047884,0.021548,9.993398,1
-0.040701,0.016759,9.986216,1
-0.050278,0.023942,9.986216,1
-0.038307,0.016759,9.998186,1
-0.04549,0.026336,9.964667,1
-0.047884,0.026336,9.986216,1
-0.043096,0.026336,9.986216,1
-0.047884,0.014365,9.986216,1
-0.043096,0.021548,9.974244,1
-0.040701,0.016759,9.993398,1
-0.040701,0.021548,9.986216,1
-0.038307,0.023942,9.986216,1
-0.050278,0.023942,9.976639,1
-0.047884,0.021548,9.986216,1
-0.040701,0.026336,9.995792,1
-0.031125,0.019154,9.995792,1
-0.033519,0.02873,9.983821,1
-0.04549,0.033519,9.986216,1
-0.050278,0.016759,9.993398,1
-0.052672,0.014365,9.991004,1
-0.04549,0.031125,9.957485,1
-0.047884,0.014365,10.029311,1
-0.052672,0.031125,9.986216,1
-0.043096,0.019154,9.993398,1
-0.057461,0.016759,9.998186,1
-0.035913,0.023942,9.919178,1
-0.043096,0.023942,9.950302,1
-0.04549,0.019154,9.967062,1
-0.040701,0.011971,9.981427,1
-0.038307,0.031125,9.97185,1
-0.055067,0.021548,9.976639,1
-0.047884,0.02873,9.981427,1
-0.04549,0.021548,9.967062,1
-0.043096,0.014365,9.981427,1
-0.047884,0.023942,9.991004,1
-0.035913,0.021548,9.974244,1
-0.040701,0.023942,9.979033,1
-0.033519,0.031125,9.947908,1
-0.050278,0.02873,9.94312,1
-0.043096,0.026336,9.928755,1
-0.035913,0.014365,10.007763,1
-0.043096,0.021548,10.000581,1
-0.040701,0.019154,9.986216,1
-0.047884,0.019154,9.983821,1
-0.052672,0.007183,9.969456,1
-0.040701,0.009577,9.986216,1
-0.04549,0.019154,9.983821,1
-0.04549,0.026336,9.974244,1
-0.038307,0.002394,9.969456,1
-0.043096,0.011971,9.976639,1
-0.047884,0.019154,9.981427,1
-0.047884,0.009577,9.976639,1
-0.052672,0.011971,9.986216,1
-0.047884,0.031125,9.983821,1
-0.050278,0.023942,9.993398,1
-0.035913,0.009577,9.981427,1
-0.04549,0.011971,9.988609,1
-0.033519,0.021548,9.981427,1
-0.055067,0.016759,9.976639,1
-0.047884,0.019154,9.988609,1
-0.050278,0.021548,9.991004,1
-0.047884,0.023942,9.974244,1
-0.04549,0.009577,9.986216,1
-0.052672,0.021548,9.981427,1
-0.038307,0.016759,9.991004,1
-0.040701,0.023942,9.976639,1
-0.04549,0.02873,9.993398,1
-0.047884,0.023942,9.981427,1
-0.047884,0.02873,9.986216,1
-0.035913,0.023942,9.991004,1
-0.04549,0.021548,9.995792,1
-0.04549,0.021548,9.983821,1
-0.043096,0.021548,9.974244,1
-0.040701,0.021548,9.983821,1
-0.047884,0.023942,9.97185,1
-0.043096,0.021548,9.97185,1
-0.04549,0.026336,9.979033,1
-0.04549,0.02873,9.979033,1
-0.04549,0.023942,9.988609,1
-0.050278,0.026336,9.967062,1
-0.047884,0.021548,9.991004,1
-0.040701,0.021548,9.976639,1
-0.040701,0.019154,9.986216,1
-0.038307,0.016759,9.979033,1
-0.035913,0.038307,9.981427,1
-0.04549,0.021548,9.983821,1
-0.052672,0.011971,9.979033,1
-0.038307,0.033519,9.979033,1
-0.040701,0.023942,9.964667,1
-0.052672,0.0,9.97185,1
-0.04549,0.031125,9.986216,1
-0.047884,0.021548,9.976639,1
-0.047884,0.007183,9.969456,1
-0.035913,0.023942,9.967062,1
-0.033519,0.014365,9.979033,1
-0.04549,0.014365,9.979033,1
-0.043096,0.02873,9.969456,1
-0.04549,0.016759,9.976639,1
-0.055067,0.016759,9.979033,1
-0.047884,0.02873,9.974244,1
-0.04549,0.016759,9.979033,1
-0.033519,0.021548,9.974244,1
-0.040701,0.014365,9.969456,1
-0.050278,0.016759,9.97185,1
-0.043096,0.019154,9.979033,1
-0.043096,0.031125,9.974244,1
-0.047884,0.021548,9.981427,1
-0.043096,0.016759,9.979033,1
-0.043096,0.02873,9.97185,1
-0.047884,0.021548,9.962274,1
-0.033519,0.019154,9.97185,1
-0.040701,0.016759,9.979033,1
-0.04549,0.02873,9.957485,1
-0.043096,0.023942,9.988609,1
-0.047884,0.02873,9.979033,1
-0.050278,0.016759,9.967062,1
-0.035913,0.014365,9.974244,1
-0.04549,0.026336,9.97185,1
-0.040701,0.026336,9.97185,1
-0.047884,0.02873,9.988609,1
-0.047884,0.019154,9.974244,1
-0.040701,0.021548,9.986216,1
-0.047884,0.016759,9.97185,1
-0.043096,0.016759,9.979033,1
-0.040701,0.019154,9.981427,1
-0.038307,0.016759,9.979033,1
-0.038307,0.021548,9.988609,1
-0.04549,0.011971,9.97185,1
-0.040701,0.023942,9.976639,1
-0.047884,0.023942,9.964667,1
-0.038307,0.023942,9.974244,1
-0.055067,0.019154,9.976639,1
-0.04549,0.011971,9.97185,1
-0.04549,0.021548,9.97185,1
-0.047884,0.023942,9.979033,1
-0.050278,0.019154,9.988609,1
-0.050278,0.016759,9.979033,1
-0.047884,0.016759,9.979033,1
-0.040701,0.019154,9.974244,1
-0.052672,0.023942,9.979033,1
-0.035913,0.021548,9.976639,1
-0.04549,0.019154,9.97185,1
-0.04549,0.014365,9.983821,1
-0.038307,0.021548,9.981427,1
-0.040701,0.023942,9.964667,1
-0.040701,0.033519,9.983821,1
-0.052672,0.026336,9.97185,1
-0.033519,0.031125,9.988609,1
-0.031125,0.016759,9.974244,1
-0.038307,0.014365,9.981427,1
-0.043096,0.023942,9.979033,1
-0.031125,0.016759,9.974244,1
-0.052672,0.023942,9.976639,1
-0.055067,0.02873,9.974244,1
-0.055067,0.011971,9.974244,1
-0.038307,0.019154,9.981427,1
-0.035913,0.014365,9.979033,1
-0.040701,0.011971,9.983821,1
-0.059855,0.011971,9.979033,1
-0.047884,0.02873,9.974244,1
-0.047884,0.023942,9.97185,1
-0.043096,0.019154,9.976639,1
-0.043096,0.021548,9.981427,1
-0.052672,0.009577,9.969456,1
-0.04549,0.019154,9.979033,1
-0.04549,0.014365,9.979033,1
-0.04549,0.026336,9.976639,1
-0.052672,0.031125,9.974244,1
-0.035913,0.031125,9.981427,1
-0.050278,0.026336,9.976639,1
-0.050278,0.021548,9.981427,1
-0.038307,0.011971,9.962274,1
-0.04549,0.016759,9.979033,1
-0.040701,0.023942,9.962274,1
-0.043096,0.021548,9.97185,1
-0.031125,0.016759,9.974244,1
-0.047884,0.023942,9.964667,1
-0.04549,0.021548,9.97185,1
-0.04549,0.019154,9.974244,1
-0.04549,0.023942,9.976639,1
-0.043096,0.02873,9.97185,1
-0.043096,0.019154,9.969456,1
-0.04549,0.019154,9.986216,1
-0.040701,0.021548,9.979033,1
-0.043096,0.019154,9.976639,1
-0.040701,0.016759,9.962274,1
-0.035913,0.021548,9.979033,1
-0.038307,0.026336,9.969456,1
-0.043096,0.016759,9.97185,1
-0.047884,0.023942,9.981427,1
-0.038307,0.014365,9.986216,1
-0.047884,0.019154,9.974244,1
-0.04549,0.023942,9.967062,1
-0.040701,0.019154,9.995792,1
-0.04549,0.021548,9.981427,1
-0.050278,0.023942,9.983821,1
-0.043096,0.026336,9.983821,1
-0.035913,0.026336,9.974244,1
-0.050278,0.021548,9.981427,1
-0.040701,0.021548,9.97185,1
-0.050278,0.02873,9.974244,1
-0.043096,0.021548,9.976639,1
-0.04549,0.016759,9.97185,1
-0.043096,0.023942,9.974244,1
-0.043096,0.019154,9.979033,1
-0.038307,0.023942,9.967062,1
-0.04549,0.023942,9.976639,1
-0.04549,0.021548,9.976639,1
-0.038307,0.021548,9.986216,1
-0.04549,0.02873,9.991004,1
-0.047884,0.021548,9.979033,1
-0.047884,0.035913,9.97185,1
-0.04549,0.021548,9.974244,1
-0.04549,0.02873,9.986216,1
-0.047884,0.009577,9.981427,1
-0.043096,0.023942,9.976639,1
-0.050278,0.023942,9.97185,1
-0.040701,0.016759,9.976639,1
-0.043096,0.02873,9.986216,1
-0.040701,0.021548,9.986216,1
-0.043096,0.019154,9.988609,1
-0.055067,0.026336,9.983821,1
-0.047884,0.021548,9.981427,1
-0.04549,0.023942,9.981427,1
-0.04549,0.016759,9.974244,1
-0.043096,0.02873,9.986216,1
-0.047884,0.014365,9.969456,1
-0.04549,0.019154,9.97185,1
-0.04549,0.031125,9.988609,1
-0.043096,0.023942,9.974244,1
-0.052672,0.026336,9.981427,1
-0.040701,0.026336,9.981427,1
-0.04549,0.026336,9.974244,1
-0.04549,0.031125,9.983821,1
-0.04549,0.021548,9.976639,1
-0.043096,0.031125,9.981427,1
-0.04549,0.023942,9.986216,1
-0.033519,0.021548,9.983821,1
-0.04549,0.02873,9.967062,1
-0.050278,0.019154,9.969456,1
-0.038307,0.021548,9.976639,1
-0.043096,0.019154,9.97185,1
-0.040701,0.019154,9.974244,1
-0.047884,0.021548,9.964667,1
-0.04549,0.026336,9.97185,1
-0.052672,0.016759,9.979033,1
-0.038307,0.021548,9.967062,1
-0.04549,0.019154,9.964667,1
-0.038307,0.021548,9.976639,1
-0.043096,0.031125,9.969456,1
-0.050278,0.021548,9.959879,1
-0.050278,0.026336,9.974244,1
-0.04549,0.023942,9.979033,1
-0.047884,0.031125,9.974244,1
-0.050278,0.023942,9.974244,1
-0.04549,0.016759,9.97185,1
-0.050278,0.019154,9.967062,1
-0.043096,0.016759,9.976639,1
-0.043096,0.014365,9.97185,1
-0.040701,0.023942,9.967062,1
-0.047884,0.021548,9.986216,1
-0.052672,0.011971,9.974244,1
-0.050278,0.016759,9.981427,1
-0.038307,0.019154,9.974244,1
-0.038307,0.019154,9.97185,1
-0.043096,0.019154,9.967062,1
-0.035913,0.016759,9.976639,1
-0.052672,0.026336,9.964667,1
-0.043096,0.021548,9.979033,1
-0.043096,0.019154,9.974244,1
-0.038307,0.023942,9.979033,1
-0.040701,0.023942,9.976639,1
-0.040701,0.021548,9.976639,1
-0.043096,0.023942,9.976639,1
-0.043096,0.019154,9.979033,1
-0.047884,0.021548,9.976639,1
-0.035913,0.023942,9.979033,1
-0.040701,0.031125,9.983821,1
-0.047884,0.016759,9.974244,1
-0.043096,0.021548,9.957485,1
-0.047884,0.016759,9.988609,1
-0.050278,0.016759,9.974244,1
-0.052672,0.023942,9.974244,1
-0.043096,0.023942,9.962274,1
-0.040701,0.026336,9.983821,1
-0.055067,0.016759,9.979033,1
-0.043096,0.023942,9.979033,1
-0.040701,0.016759,9.969456,1
-0.035913,0.019154,9.979033,1
-0.052672,0.021548,9.983821,1
-0.055067,0.021548,9.988609,1
-0.050278,0.035913,9.974244,1
-0.052672,0.021548,9.97185,1
-0.04549,0.019154,9.974244,1
-0.043096,0.019154,9.979033,1
-0.043096,0.026336,9.97185,1
-0.04549,0.019154,9.969456,1
-0.055067,0.019154,9.97185,1
-0.047884,0.021548,9.976639,1
-0.088585,0.033519,10.010158,1
-0.076614,0.0,9.979033,1
-0.050278,0.007183,9.974244,1
-0.016759,0.023942,9.97185,1
-0.009577,0.011971,9.969456,1
-0.023942,0.002394,9.969456,1
-0.059855,0.023942,9.950302,1
-0.071826,0.038307,9.967062,1
-0.064643,0.026336,9.969456,1
-0.055067,0.021548,9.981427,1
-0.038307,0.02873,9.976639,1
-0.033519,0.019154,9.97185,1
-0.035913,0.011971,9.969456,1
-0.047884,0.035913,9.955091,1
-0.047884,0.023942,9.950302,1
-0.071826,0.040701,9.969456,1
-0.057461,0.035913,9.964667,1
-0.031125,0.023942,9.962274,1
-0.040701,0.019154,9.964667,1
-0.031125,0.021548,9.962274,1
-0.043096,0.021548,9.974244,1
-0.047884,0.016759,9.976639,1
-0.033519,0.023942,9.97185,1
-0.040701,0.035913,9.955091,1
-0.062249,0.009577,9.983821,1
-0.055067,0.009577,9.97185,1
-0.047884,0.004788,9.979033,1
-0.040701,0.019154,9.97185,1
-0.040701,0.035913,9.981427,1
-0.038307,0.02873,9.976639,1
-0.035913,0.026336,9.986216,1
-0.050278,0.021548,9.983821,1
-0.031125,0.007183,9.97185,1
-0.038307,0.016759,9.976639,1
-0.047884,0.023942,9.988609,1
-0.055067,0.026336,9.981427,1
-0.057461,0.023942,9.986216,1
-0.040701,0.016759,9.976639,1
-0.04549,0.023942,9.974244,1
-0.04549,0.009577,9.983821,1
-0.052672,0.014365,9.974244,1
-0.050278,0.016759,9.981427,1
-0.035913,0.016759,9.986216,1
-0.040701,0.009577,9.986216,1
-0.052672,0.019154,9.97185,1
-0.043096,0.026336,9.979033,1
-0.04549,0.021548,9.988609,1
-0.057461,0.014365,9.976639,1
-0.040701,0.026336,9.988609,1
-0.04549,0.019154,9.983821,1
-0.04549,0.014365,9.981427,1
-0.035913,0.014365,9.993398,1
-0.035913,0.021548,9.988609,1
-0.047884,0.023942,9.979033,1
-0.052672,0.016759,9.981427,1
-0.047884,0.014365,9.979033,1
-0.052672,0.031125,9.974244,1
-0.043096,0.014365,9.981427,1
-0.040701,0.026336,9.976639,1
-0.050278,0.023942,9.988609,1
-0.043096,0.023942,9.981427,1
-0.04549,0.016759,9.983821,1
-0.04549,0.023942,9.988609,1
-0.050278,0.02873,9.988609,1
-0.055067,0.031125,9.962274,1
-0.043096,0.023942,9.974244,1
-0.016759,0.016759,10.000581,1
-0.004788,0.055067,9.986216,1
-0.043096,0.057461,9.969456,1
-0.050278,0.023942,9.986216,1
-0.050278,0.035913,9.979033,1
-0.055067,0.038307,9.974244,1
-0.047884,0.038307,9.986216,1
-0.043096,0.016759,9.986216,1
-0.031125,0.021548,9.979033,1
-0.033519,0.016759,9.986216,1
-0.052672,0.019154,9.976639,1
-0.052672,0.021548,9.983821,1
-0.062249,0.019154,9.976639,1
-0.047884,0.02873,9.998186,1
-0.043096,0.021548,9.979033,1
-0.035913,0.009577,9.988609,1
-0.038307,0.019154,9.981427,1
-0.043096,0.019154,9.983821,1
-0.043096,0.019154,9.979033,1
-0.04549,0.026336,9.976639,1
-0.043096,0.023942,9.974244,1
-0.047884,0.016759,9.976639,1
-0.033519,0.011971,9.983821,1
-0.047884,0.021548,9.97185,1
-0.047884,0.023942,9.986216,1
-0.04549,0.016759,9.979033,1
-0.047884,0.014365,9.976639,1
-0.043096,0.016759,9.97185,1
-0.040701,0.023942,9.976639,1
-0.052672,0.033519,9.969456,1
-0.047884,0.021548,9.979033,1
-0.040701,0.02873,9.979033,1
-0.043096,0.02873,9.979033,1
-0.035913,0.021548,9.991004,1
-0.040701,0.016759,9.969456,1
-0.040701,0.026336,9.974244,1
-0.038307,0.023942,9.981427,1
-0.047884,0.023942,9.981427,1
-0.04549,0.033519,9.97185,1
-0.040701,0.031125,9.988609,1
-0.040701,0.02873,9.986216,1
-0.04549,0.023942,9.986216,1
-0.04549,0.021548,9.981427,1
-0.043096,0.031125,9.981427,1
-0.047884,0.023942,9.981427,1
-0.04549,0.021548,9.979033,1
-0.040701,0.016759,9.983821,1
-0.043096,0.016759,9.988609,1
-0.040701,0.02873,9.974244,1
-0.055067,0.031125,9.981427,1
-0.050278,0.021548,9.991004,1
-0.050278,0.023942,9.988609,1
-0.052672,0.016759,9.974244,1
-0.047884,0.023942,9.979033,1
-0.043096,0.031125,9.974244,1
-0.047884,0.016759,9.983821,1
-0.043096,0.026336,9.991004,1
-0.050278,0.031125,9.986216,1
-0.050278,0.016759,9.988609,1
-0.04549,0.026336,9.976639,1
-0.040701,0.021548,9.986216,1
-0.052672,0.026336,9.993398,1
-0.04549,0.023942,9.981427,1
-0.040701,0.026336,9.991004,1
-0.033519,0.016759,9.986216,1
-0.04549,0.023942,9.988609,1
-0.035913,0.011971,9.993398,1
-0.047884,0.031125,9.979033,1
-0.04549,0.021548,9.983821,1
-0.043096,0.019154,9.981427,1
-0.04549,0.016759,9.983821,1
-0.047884,0.031125,9.986216,1
-0.04549,0.021548,9.986216,1
-0.047884,0.023942,9.969456,1
-0.047884,0.019154,9.981427,1
-0.047884,0.033519,9.983821,1
-0.047884,0.031125,9.976639,1
-0.043096,0.031125,9.981427,1
-0.050278,0.026336,9.976639,1
-0.047884,0.021548,9.986216,1
-0.035913,0.026336,9.979033,1
-0.050278,0.031125,9.988609,1
-0.04549,0.011971,9.976639,1
-0.038307,0.019154,9.979033,1
-0.047884,0.023942,9.976639,1
-0.04549,0.023942,9.976639,1
-0.040701,0.031125,9.979033,1
-0.050278,0.021548,9.981427,1
-0.047884,0.019154,9.969456,1
-0.038307,0.014365,9.979033,1
-0.047884,0.016759,9.983821,1
