Var1_Timestamp,X,Var2_Timestamp,Y,Var3_Timestamp,Z
15-Feb-2025 08:23:17.575,0.102891,15-Feb-2025 08:23:17.575,0.074178,15-Feb-2025 08:23:17.575,9.848858
15-Feb-2025 08:23:17.595,0.098106,15-Feb-2025 08:23:17.595,0.083749,15-Feb-2025 08:23:17.595,9.853643
15-Feb-2025 08:23:17.615,0.102891,15-Feb-2025 08:23:17.615,0.078963,15-Feb-2025 08:23:17.615,9.858429
15-Feb-2025 08:23:17.635,0.107677,15-Feb-2025 08:23:17.635,0.074178,15-Feb-2025 08:23:17.635,9.858429
15-Feb-2025 08:23:17.655,0.09332,15-Feb-2025 08:23:17.655,0.074178,15-Feb-2025 08:23:17.655,9.848858
15-Feb-2025 08:23:17.675,0.09332,15-Feb-2025 08:23:17.675,0.074178,15-Feb-2025 08:23:17.675,9.848858
15-Feb-2025 08:23:17.695,0.112463,15-Feb-2025 08:23:17.695,0.074178,15-Feb-2025 08:23:17.695,9.853643
15-Feb-2025 08:23:17.715,0.098106,15-Feb-2025 08:23:17.715,0.078963,15-Feb-2025 08:23:17.715,9.844072
15-Feb-2025 08:23:17.735,0.09332,15-Feb-2025 08:23:17.735,0.083749,15-Feb-2025 08:23:17.735,9.848858
15-Feb-2025 08:23:17.755,0.102891,15-Feb-2025 08:23:17.755,0.069392,15-Feb-2025 08:23:17.755,9.858429
15-Feb-2025 08:23:17.775,0.102891,15-Feb-2025 08:23:17.775,0.074178,15-Feb-2025 08:23:17.775,9.858429
15-Feb-2025 08:23:17.795,0.098106,15-Feb-2025 08:23:17.795,0.078963,15-Feb-2025 08:23:17.795,9.853643
15-Feb-2025 08:23:17.815,0.098106,15-Feb-2025 08:23:17.815,0.088534,15-Feb-2025 08:23:17.815,9.844072
15-Feb-2025 08:23:17.835,0.117248,15-Feb-2025 08:23:17.835,0.083749,15-Feb-2025 08:23:17.835,9.858429
15-Feb-2025 08:23:17.855,0.102891,15-Feb-2025 08:23:17.855,0.083749,15-Feb-2025 08:23:17.855,9.848858
15-Feb-2025 08:23:17.875,0.102891,15-Feb-2025 08:23:17.875,0.069392,15-Feb-2025 08:23:17.875,9.853643
15-Feb-2025 08:23:17.895,0.102891,15-Feb-2025 08:23:17.895,0.074178,15-Feb-2025 08:23:17.895,9.848858
15-Feb-2025 08:23:17.915,0.112463,15-Feb-2025 08:23:17.915,0.069392,15-Feb-2025 08:23:17.915,9.848858
15-Feb-2025 08:23:17.935,0.107677,15-Feb-2025 08:23:17.935,0.083749,15-Feb-2025 08:23:17.935,9.839287
15-Feb-2025 08:23:17.955,0.098106,15-Feb-2025 08:23:17.955,0.088534,15-Feb-2025 08:23:17.955,9.848858
15-Feb-2025 08:23:17.975,0.102891,15-Feb-2025 08:23:17.975,0.074178,15-Feb-2025 08:23:17.975,9.858429
15-Feb-2025 08:23:17.995,0.112463,15-Feb-2025 08:23:17.995,0.074178,15-Feb-2025 08:23:17.995,9.853643
15-Feb-2025 08:23:18.015,0.098106,15-Feb-2025 08:23:18.015,0.083749,15-Feb-2025 08:23:18.015,9.853643
15-Feb-2025 08:23:18.035,0.112463,15-Feb-2025 08:23:18.035,0.083749,15-Feb-2025 08:23:18.035,9.848858
15-Feb-2025 08:23:18.055,0.098106,15-Feb-2025 08:23:18.055,0.088534,15-Feb-2025 08:23:18.055,9.848858
15-Feb-2025 08:23:18.075,0.098106,15-Feb-2025 08:23:18.075,0.078963,15-Feb-2025 08:23:18.075,9.848858
